id,sales
0,47.266951460213384
1,26.280610675094696
2,26.824247676079548
3,30.27948343312842
4,33.170700742241294
5,32.222323347707054
6,30.750011544875747
7,23.915671266276114
8,26.38706847358154
9,28.205886781419814
10,28.583298537293437
11,30.586416868166474
12,31.168458910776287
13,30.897797553543136
14,26.521786744434863
15,27.11180494828095
16,25.563532432554144
17,28.12905922217738
18,27.541846791378486
19,32.32631065406363
20,31.82367960312748
21,23.218179297912506
22,25.71472663184079
23,28.867283600078622
24,32.10916538717339
25,30.651279647752716
26,30.784654035509913
27,27.048189631407972
28,25.432938080069942
29,26.830125419131363
30,29.54416229101143
31,29.8827082685331
32,33.81278387289052
33,33.06094108976452
34,30.2281509777295
35,29.86633228171322
36,28.592922202504095
37,26.35333598173256
38,29.690751212077593
39,34.00693722913086
40,36.57011889009562
41,26.333087246174767
42,27.811837039989367
43,28.408448958937786
44,28.64067181360436
45,31.12846807561386
46,31.719339850265705
47,37.08740429739874
48,27.935198665137143
49,27.624194380950403
50,27.338863251512148
51,29.761362264273444
52,30.87627468179467
53,36.414393438964595
54,36.16900796146283
55,29.127954728326394
56,27.35759043137868
57,27.617265496902572
58,29.839314980581896
59,32.521009712945634
60,39.12700489156873
61,40.19242888451474
62,33.36151269188489
63,33.574864461047184
64,33.30315299187049
65,35.09493329412282
66,39.770914382757965
67,40.26120707829911
68,37.28109099991927
69,32.37943795530434
70,30.085547947814486
71,35.20316007015757
72,34.8928138865219
73,34.99073139518431
74,39.418305335446384
75,41.81144084955067
76,36.97052161412083
77,34.5549539560631
78,34.84847527295767
79,37.78200596615435
80,37.4096786510381
81,35.619038982852665
82,42.37932138220842
83,32.19276959758299
84,29.886510939534247
85,34.08576531849635
86,36.746473064529695
87,36.66396923054464
88,40.77189290936603
89,47.82706909899424
90,37.61563229551708
91,38.58804550205967
92,40.908014117937995
93,41.69176138701128
94,43.12536837816613
95,45.613747681438916
96,37.084704878278274
97,37.556651337644
98,37.93894383768445
99,35.06241583824547
100,40.377088337479236
101,46.75339114208364
102,44.95907310946275
103,38.89285988080095
104,35.56077857684468
105,40.88502936450662
106,37.02204033869608
107,43.35478079994954
108,43.55471594948648
109,45.88481139065251
110,34.95776918696576
111,35.63298788461241
112,37.14213785962895
113,37.47521210302293
114,35.83700449569044
115,43.45627378544292
116,46.517108115942364
117,40.00171799688876
118,38.18935036035488
119,40.140353465760825
120,40.5527785489478
121,38.662378695495335
122,49.954959601278894
123,47.759789753228745
124,48.295505906958454
125,42.11102262066301
126,42.77336137516725
127,41.55923775850198
128,43.3879669235031
129,44.9017722035019
130,54.289374742639374
131,42.07844915729986
132,36.37789028530868
133,42.37959723647019
134,43.356730787410385
135,43.69499033622188
136,49.90021285120115
137,50.71809993549542
138,39.654999769690995
139,40.35052408130578
140,41.5867923921845
141,43.5324452031186
142,45.6832438722155
143,46.96297189250475
144,54.50163585664798
145,36.1198684406786
146,37.96854033047272
147,39.56161309705155
148,42.45210842737127
149,54.038692039148806
150,55.8735891999169
151,57.285747152101486
152,51.91812660660212
153,49.13441042425184
154,44.17995932241806
155,48.404717133669
156,57.84451839775423
157,57.77587427802178
158,57.09700708900115
159,46.85684889073755
160,44.29245450289028
161,46.54996759811188
